case,N_streams,separation,window,constraint,replicates,successful_fits,fit_start,fit_end,extended_supported_end,fraction_select_m_ge_2,median_abs_error_slow,median_abs_error_fast,tolerance,resolution_pass,matched_rate_slow_ci_low,matched_rate_slow_ci_high,matched_rate_fast_ci_low,matched_rate_fast_ci_high,matched_amplitude_slow_ci_low,matched_amplitude_slow_ci_high,matched_amplitude_fast_ci_low,matched_amplitude_fast_ci_high,rates_nonoverlap,amplitudes_nonzero,fraction_numerical_identifiability_pass,scenario_identification_pass,task_seed,input_npz
driven_dt2p5e-4,64,0.05,extended,nonnegative,500,494,0.2,5.01,5.01,0.3765182186234818,0.23530345201141245,0.04335876846079839,0.05,0,-0.9333637901531318,-0.020000000000000004,-9.999999999999998,-0.9105501653955173,0.0020804117861004372,0.9957217072379649,0.004278292762035112,0.9977985908099934,0,1,0.7510121457489879,0,94985581,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.05,extended,signed,500,497,0.2,5.01,5.01,0.8048289738430584,0.13078180831762443,0.38444073325520917,0.05,0,-1.40543119092144,-0.020000000000000004,-9.999999999999998,-0.6540346846639578,-98.99997992123393,99.90002492751593,-99.90000277986411,99.99992261275982,0,0,0.3903420523138833,0,94985581,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.05,fixed,nonnegative,500,493,0.2,4.0,5.01,0.35294117647058826,0.049151892821068466,0.28204296951439134,0.05,0,-0.934501508838627,-0.020000000000000004,-9.999999999999998,-0.9152376977325202,0.0025050752680868954,0.9961353635424293,0.0038646364575707828,0.9968386045535679,0,1,0.7748478701825557,0,94985581,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.05,fixed,signed,500,498,0.2,4.0,5.01,0.7791164658634538,0.1011192828202418,0.5288024599516798,0.05,0,-1.4221065945962352,-0.020000000000000004,-9.999999999999998,-0.3976350071707089,-98.9999274294365,99.90064266285879,-99.90003063502485,99.99946934411673,0,0,0.41566265060240964,0,94985581,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.1,extended,nonnegative,500,498,0.2,5.01,5.01,0.4578313253012048,0.12656253328451916,0.07373901960594431,0.05,0,-0.9502871718950848,-0.020000000000000004,-9.999999999999998,-0.9292586437257921,0.0014976839009182906,0.9965711095697536,0.0034288904302464413,0.9985023160990817,0,1,0.7188755020080321,0,633818110,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.1,extended,signed,500,499,0.2,5.01,5.01,0.7775551102204409,0.13380426600351358,0.36551094778079146,0.05,0,-1.2661221100530815,-0.020000000000000004,-9.999999999999998,-0.72829253942084,-98.93279119292487,99.90002568123529,-99.99953110525772,99.93279119292487,0,0,0.42685370741482964,0,633818110,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.1,fixed,nonnegative,500,496,0.2,4.0,5.01,0.43951612903225806,0.04795989632012465,0.5712404294276202,0.05,0,-0.9539630087802925,-0.020000000000000004,-9.999999999999998,-0.9294881092355423,0.0022804165570960463,0.9966411899851023,0.0033588100148977257,0.9974563481947286,0,1,0.7580645161290323,0,633818110,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.1,fixed,signed,500,498,0.2,4.0,5.01,0.7650602409638554,0.08020696882943457,0.5740901183775995,0.05,0,-1.2879886444637219,-0.020000000000000004,-9.999999999999998,-0.9198264241722675,-98.91368206679766,99.89999804982857,-99.92447179490041,99.8999943264345,0,0,0.4738955823293173,0,633818110,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.15,extended,nonnegative,500,498,0.2,4.73,4.73,0.5080321285140562,0.25624357470259385,0.09639586194799254,0.05,0,-0.967582738960967,-0.020000000000000004,-9.999999999999998,-0.949362232901441,0.0017863107910362417,0.9947957216956577,0.0052042783043422915,0.9980673151283888,0,1,0.6485943775100401,0,1784639476,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.15,extended,signed,500,499,0.2,4.73,4.73,0.779559118236473,0.17962941099051488,0.29673822325956833,0.05,0,-1.269652232051721,-0.020000000000000004,-9.999999999999998,-0.6835161259805348,-16.826924637429464,99.90449872566577,-99.99981492717862,99.90004079226952,0,0,0.37675350701402804,0,1784639476,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.15,fixed,nonnegative,500,497,0.2,4.0,4.73,0.5030181086519114,0.07227759076884832,0.10561299621811954,0.05,0,-0.9692872932209441,-0.020000000000000004,-9.999999999999998,-0.9525648938165868,0.0019948776139844327,0.9952114828767327,0.0047885171232673,0.9974976433130802,0,1,0.670020120724346,0,1784639476,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
driven_dt2p5e-4,64,0.15,fixed,signed,500,498,0.2,4.0,4.73,0.7891566265060241,0.12942899446208733,0.40163059174897864,0.05,0,-1.3389061361353092,-0.020000000000000004,-9.999999999999998,-0.8028501692022938,-76.04489988422306,99.90000022941332,-99.9259950628226,99.89999611750353,0,0,0.37751004016064255,0,1784639476,/Users/jayleenjiang/Documents/NLS/experiments/spectral_gap_controlled_2026-09-07/analysis/driven_dt2p5e-4_trajectory_correlations.npz
